,commit_id,owner,repo,source,CVE_ID,CWE_ID,category
9749,4c82bf8e5689b1dddd9bcec70efc3b70edef1670,torvalds,linux,wild,NA,NA,non-security
9750,d63c66d2d08f52487f3ef32f1c9b1231d848966b,torvalds,linux,wild,NA,NA,non-security
9751,680e126ae057515852a7289a6ce033ea104c4596,fatcerberus,minisphere,wild,NA,NA,non-security
9752,a0521a520f2ccd6cdd5bfd9a99dadd9c9422c6fe,GNOME,gimp,wild,NA,NA,non-security
9753,ab6ff6c6ca1b4739b2af07501bc333b85d7381d8,stoth68000,media-tree,wild,NA,NA,non-security
9754,9a21a007b6420649d7bcdebbbbd43d24f648af6b,mjg59,linux,wild,NA,NA,non-security
9755,611a7a4fd8b5fb6b25ab1f8bdcde61800a7feacf,mjg59,linux,wild,NA,NA,non-security
9756,91659d328d6c99dc36a0990f60de70acbcf8a4d0,openbsd,src,wild,NA,NA,non-security
9757,f60f5bcbe47d1a7c83b278740d22482a49a70269,torvalds,linux,wild,NA,NA,non-security
9758,2284a7be30b2055d7cc8d1339227577835d2704a,openbsd,src,wild,NA,NA,non-security
9759,287f6f9672635f4e948c0aa96754a2ce448ebdb2,torvalds,linux,wild,NA,NA,non-security
9760,4cb06cd58c23f6520dc00d67e62267ef17d69206,stoth68000,media-tree,wild,NA,NA,non-security
9761,5ffd3a52bf5afd69012d253665c65a49002883cc,stoth68000,media-tree,wild,NA,NA,non-security
9762,6c92efa39a00e3ea6186eeaa0c490af1b0ff27de,VirusTotal,yara,wild,NA,NA,non-security
9763,4c6fabda1ad1dec6d274c098ef0a91809c74f2e3,torvalds,linux,wild,NA,NA,non-security
9764,28b4af8e38204261df2f22faae6f0a70cacb3565,FFmpeg,FFmpeg,wild,NA,NA,non-security
9765,fbca66aa851d9479839276fe0445c1270679ef6f,cyrusimap,cyrus-imapd,wild,NA,NA,non-security
9766,f81dc7d7d5a2528f98f26a0b9406e822d0b35011,torvalds,linux,wild,NA,NA,non-security
9767,524268990e54dab9bd71a984b70c13ce0eb1c525,torvalds,linux,wild,NA,NA,non-security
9768,c9f49607f133615ac5efe7e10722c2952659c0ec,torvalds,linux,wild,NA,NA,non-security
9769,5835e2286583e4fa6c2a609446e1320e7da2b161,mjg59,linux,wild,NA,NA,non-security
9770,a1d4fe394ec5bc05c1fd85e22a3b43c3de8cce73,OpenSC,OpenSC,wild,NA,NA,non-security
9771,29e719377f0643a38d6f66b029ddfbc2441dffda,FFmpeg,FFmpeg,wild,NA,NA,non-security
9772,5528d17de1cf1462f285c40ccaf8e0d0e4c64dc0,mjg59,linux,wild,NA,NA,non-security
9773,069ad5fcc34e6a340ab10453e78c2e152e1e0ee2,postgres,postgres,wild,NA,NA,non-security
9774,5aa2110f3f33feb4a0c67a4996dc400dc594bc1d,mjg59,linux,wild,NA,NA,non-security
9775,8dd07ef1236356222207058ee6a83c24cc896e8d,mjg59,linux,wild,NA,NA,non-security
9776,b47f525f760f29c4689a7d9bf768c28fcaac2281,stoth68000,media-tree,wild,NA,NA,non-security
9777,b9bc5ad2ca0fef93300582cf154dca74fa4818e3,ckolivas,cgminer,wild,NA,NA,non-security
9778,fbe1a05355549dfe0c05750683eeb61e275950c2,ceph,ceph,wild,NA,NA,non-security
9779,b174eb750e182ce28b1ab647dd724fc9bf8b17fb,torvalds,linux,wild,NA,NA,non-security
9780,5dabd69515765156605b09261abf969236a77803,stoth68000,media-tree,wild,NA,NA,non-security
9781,762d7ba657ed4a0934b4da7dcef058012f252e0f,stoth68000,media-tree,wild,NA,NA,non-security
9782,173508b82ce0c8a92fa3d6b851041bcc303168bc,torvalds,linux,wild,NA,NA,non-security
9783,4318ad77628816a9e61515638fe7abfc943c9d0a,torvalds,linux,wild,NA,NA,non-security
9784,14195658a4e6e2390eeb28bf72cb11bce2e08f6d,heimdal,heimdal,wild,NA,NA,non-security
9785,c39e6aee82997d9174252ca963c5ad7ecf3e3cb4,radare,radare2,wild,NA,NA,non-security
9786,aa942f6ac43ab7373a025fe54780c8a852f33348,torvalds,linux,wild,NA,NA,non-security
9787,c3d37c2bf80116f88c00493e40df79ac60b00a09,MariaDB,server,wild,NA,NA,non-security
9788,f5b81ddd12da71bd00b2963203c23ff929e0c182,torvalds,linux,wild,NA,NA,non-security
9789,f61f7dde783f6cf613dc58d32cb1f4ed2a196a35,openbsd,src,wild,NA,NA,non-security
9790,fa9087b430aa0748aa5a8998214e5313b9fb1b6a,openbsd,src,wild,NA,NA,non-security
9791,6060df84cbe0d36b8e1415b68e3f67b77f27052a,mjg59,linux,wild,NA,NA,non-security
9792,0e58076b376824875e7e509b8dd352377a41cbbc,mjg59,linux,wild,NA,NA,non-security
9793,3943b9efb381531b99bf9c545736f9e1e2715b9c,mjg59,linux,wild,NA,NA,non-security
9794,8db307c112cbe439ec6a94fccadc229c8c1a0bb1,mysql,mysql-server,wild,NA,NA,non-security
9795,f1db3eafe5a2ad39caa8315f9b5403759e0c5520,stoth68000,media-tree,wild,NA,NA,non-security
9796,567eded965e589df25ebc26e3041a0a4aba4cf42,mjg59,linux,wild,NA,NA,non-security
9797,1107237e4870055147379f297af02341d75ce6f6,mjg59,linux,wild,NA,NA,non-security
9798,e210c422b6fdd2dc123bedc588f399aefd8bf9de,mjg59,linux,wild,NA,NA,non-security
9799,fb249ca61d469a9cb666ba7e1d992787dc6bad82,stoth68000,media-tree,wild,NA,NA,non-security
9800,1bdc18b909b84f64c487e9643e079e95821acb3a,MariaDB,server,wild,NA,NA,non-security
9801,ea1c8dad670f9447fdec25e8aabd972e62080e49,gpac,gpac,wild,NA,NA,non-security
9802,c309b917cab55799ea489d7b5f1b77025d9f8462,mjg59,linux,wild,NA,NA,non-security
9803,ac180f8272f9be0cf2621c11e03e313b891c4417,MariaDB,server,wild,NA,NA,non-security
9804,f2cc48b59791a6b41276ff6bcb39fbd7f6a35abc,openbsd,src,wild,NA,NA,non-security
9805,20d96964b51844d4f3bea0249f62db7073c13c30,stoth68000,media-tree,wild,NA,NA,non-security
9806,5be587b1110132b4f05e0bc3515a145365e910fe,mjg59,linux,wild,NA,NA,non-security
9807,1a538ee88ad3231b6842bf38dded1e476a01016c,alandekok,freeradius-server,wild,NA,NA,non-security
9808,bf1f3d9222ae6fcadd490d70a03838f7a2d30bb0,illumos,illumos-gate,wild,NA,NA,non-security
9809,db129d7af6739768307cc12697179f669c6860e0,ClusterLabs,pacemaker,wild,NA,NA,non-security
9810,7f781679dd596c8abde8336b4d0d166d6a4aad04,stoth68000,media-tree,wild,NA,NA,non-security
9811,fe7fdc37b5404afb068f928ceba7c3e591b501ca,stoth68000,media-tree,wild,NA,NA,non-security
9812,58a0f23fddd0a71d8fa22e6ef7627298a8ed29a6,torvalds,linux,wild,NA,NA,non-security
9813,bafff1668c6bc4d1cb3b7e4b9dac85b8b52e4765,FFmpeg,FFmpeg,wild,NA,NA,non-security
9814,0a252abb6ad75260353a28c08b904c2c9d258d2c,stoth68000,media-tree,wild,NA,NA,non-security
9815,b91e146c38b003c899710ede6d05fc824675e386,torvalds,linux,wild,NA,NA,non-security
9816,2b1c47dadc4a664684cb4215c7352d71275675c1,ruby,ruby,wild,NA,NA,non-security
9817,67010fbc6ff889aaf86592bc148d705c5b9e1a27,stoth68000,media-tree,wild,NA,NA,non-security
9818,7cb793ae50d7d35341d9987703549da7dc3ec43f,ClusterLabs,pacemaker,wild,NA,NA,non-security
9819,fe24ba082b8483c81f546d24e40a55624295b85d,torvalds,linux,wild,NA,NA,non-security
9820,1449a55ded1e54ed8cb81c17296344d5905ea9d6,systemd,systemd,wild,NA,NA,non-security
9821,a0d1b7178be151f49204ca2b33d5fa0ba314571a,dovecot,core,wild,NA,NA,non-security
9822,c537c27796ad3c3f38fff272b4c57cacfed7ea7d,mysql,mysql-server,wild,NA,NA,non-security
9823,ab923031ceb95ec50ef33ccadf28663c660aa94c,stoth68000,media-tree,wild,NA,NA,non-security
9824,6d23ea4b1906f28f5d99ad6aeef7207c48be6bfd,mjg59,linux,wild,NA,NA,non-security
9825,4dffbe03d1e940aba878f9420e67feb8423cdd08,mjg59,linux,wild,NA,NA,non-security
9826,03b9d560bed6029f43968ad3f09a8f9c015b20e0,git,git,wild,NA,NA,non-security
9827,13abc1ced29ae39126b175502350b920697d8d34,mpv-player,mpv,wild,NA,NA,non-security
9828,78aa659979b02afeb26ec51742559e516a2ba41e,mysql,mysql-server,wild,NA,NA,non-security
9829,317d9dda0522c18eb230367c88601c2e46cda4f8,mjg59,linux,wild,NA,NA,non-security
9830,23ea78d7005040d373081e75dc77e87c56e2e338,SchedMD,slurm,wild,NA,NA,non-security
9831,8510c519e7e2c666f84ba120245bd13790c4e22e,libav,libav,wild,NA,NA,non-security
9832,23121bfb41c70351877cd7e4a2f6a0b80671fad0,libevent,libevent,wild,NA,NA,non-security
9833,c1301a486217f0027e11ae90816006f723bf4b9e,wireshark,wireshark,wild,NA,NA,non-security
9834,018d982721209241ede1180aa795d68833c26b10,mjg59,linux,wild,NA,NA,non-security
9835,b5eddd115933e78dcc12e20ab0f495a42d7319cc,sgminer-dev,sgminer,wild,NA,NA,non-security
9836,12081b688b21d8f0e9208f78ae5a1420acc87108,rsyslog,rsyslog,wild,NA,NA,non-security
9837,36ea63b523f3f3b57f708f14af848cac100677d5,torvalds,linux,wild,NA,NA,non-security
9838,9f0410c6f27e78b558eefa630a279d1c4cd46ca3,dovecot,core,wild,NA,NA,non-security
9839,7fe65aaf5bda5f48eebcc3f694485b2bc6b49d6c,curl,curl,wild,NA,NA,non-security
9840,513521eaee4375a1a0da0b73c7131a165a9fe4d9,mjg59,linux,wild,NA,NA,non-security
9841,9eaf90b2d35b21c79e74b840169fabff6322abda,ckolivas,cgminer,wild,NA,NA,non-security
9842,4ab209592500284f49f86bcc60da8560d1f5ce2a,libarchive,libarchive,wild,NA,NA,non-security
9843,b21f2e81bd3fd8ed260590e72901254bca2193cd,torvalds,linux,wild,NA,NA,non-security
9844,deb66e013cfd858b15f1e507d11ed98c6e0088e5,postgres,postgres,wild,NA,NA,non-security
9845,ce896d95cc7886ae05859c5b409a7b2f3b606ec1,mjg59,linux,wild,NA,NA,non-security
9846,73ca4918fbb98311421259d82ef4ab44feeace43,torvalds,linux,wild,NA,NA,non-security
9847,6cef2b8a5671dc6abbc0414a94be843590f93ede,stoth68000,media-tree,wild,NA,NA,non-security
9848,a5e9d3b56a82c2a2e1508f437a4890f6e4a1fc5c,mpv-player,mpv,wild,NA,NA,non-security
9849,cf872835b60a3ec683b428832fbc79d6aa2df939,collectd,collectd,wild,NA,NA,non-security
9850,363c3a44ff9afbf85fc2c4ba460173e39b0d043c,FFmpeg,FFmpeg,wild,NA,NA,non-security
9851,2fff7812902abd0afe05ae1e9ef334fcd26f0389,git,git,wild,NA,NA,non-security
9852,177d0506a911eb60b38b172215df5325ed94fa64,torvalds,linux,wild,NA,NA,non-security
9853,3b500dcff8793088fd1b5a97557feffd8857c6d0,xrootd,xrootd,wild,NA,NA,non-security
9854,af1ac18a19b80f922046fd383a3a3e780ee94915,stoth68000,media-tree,wild,NA,NA,non-security
9855,4b72aa8af0eec14486442d0ad7afabdeb9abca91,stoth68000,media-tree,wild,NA,NA,non-security
9856,313bf0b1a0eaeaac17ea8c4b748f16e28fce8b7a,torvalds,linux,wild,NA,NA,non-security
9857,4932fa65e7a743b08ed90c7a2b0608e0db96cf96,luke-jr,bfgminer,wild,NA,NA,non-security
9858,d83aa1e0e44784e1f38698a839f8a353c87027eb,ceph,ceph,wild,NA,NA,non-security
9859,14f4478bea0f031e58137f2f508eaa632c1925d5,boothj5,profanity,wild,NA,NA,non-security
9860,115e222d538e7838bffa0f76409acd9816a0ef32,stoth68000,media-tree,wild,NA,NA,non-security
9861,46115ac4c4f211b5b9b4d22f7af6ebe91c79a05c,qemu,qemu,wild,NA,NA,non-security
9862,d0d3caaed9e1babafb5a883e02e596740acba854,torvalds,linux,wild,NA,NA,non-security
9863,625a5e109a3ed6f36a1008a43069a3462b44a424,torvalds,linux,wild,NA,NA,non-security
9864,ae4b884fc6316b3190be19448cea24b020c1cad6,stoth68000,media-tree,wild,NA,NA,non-security
9865,0ab32b6f1b88444524e52429fab334ff96683a3f,mjg59,linux,wild,NA,NA,non-security
9866,c6beca0e0dc70c439894337e82609ec3b79ed900,mjg59,linux,wild,NA,NA,non-security
9867,5ec596c41bba6f4e3eeef5dc089afc8eaa702a7e,torvalds,linux,wild,NA,NA,non-security
9868,eea3f8911f34001d2450a272c2d02f175279b53c,stoth68000,media-tree,wild,NA,NA,non-security
9869,25264131e266c50fe521a448016251fef8b23273,curl,curl,wild,NA,NA,non-security
9870,d0cebad0e21da9ff2b877aac50db31e8d8d152ed,CDrummond,cantata,wild,NA,NA,non-security
9871,b7f9317f5063f2d2290a900a98000df2477e02c6,gpac,gpac,wild,NA,NA,non-security
9872,c85a89ff45008528a371ffc5c8e8abaecdab8689,MariaDB,server,wild,NA,NA,non-security
9873,c2886d6259b8faac4c05ffd9c3c401ac84478de0,stoth68000,media-tree,wild,NA,NA,non-security
9874,a3ebb4e1b76346156e8e7233c262ce24e3a86a24,stoth68000,media-tree,wild,NA,NA,non-security
9875,d8545dbc7da37303ac66d100d559b1a72e21472f,lavv17,lftp,wild,NA,NA,non-security
9876,52069c4d3c92f68605fadf012ab0da594ee9bae4,libav,libav,wild,NA,NA,non-security
9877,41815a4aa66c59070dc86aa99eebfa720e8a263e,systemd,systemd,wild,NA,NA,non-security
9878,653387d8f03ccd0df5374de00c1969eca211c9cf,FFmpeg,FFmpeg,wild,NA,NA,non-security
9879,de70c5ba43b3442b99e94dc35bba2bbced168a84,mjg59,linux,wild,NA,NA,non-security
9880,7ac78d1dc5574905ca5f04f770b8ba2c2a737e09,openbsd,src,wild,NA,NA,non-security
9881,a582a738c763e106f47eab24b8146c698a9c700b,mjg59,linux,wild,NA,NA,non-security
9882,f2eda27d1cd218f6544cd9367be47fb01c70a95d,mjg59,linux,wild,NA,NA,non-security
9883,6bc1613880f86849eea620ce05b13cf3b7469676,illumos,illumos-gate,wild,NA,NA,non-security
9884,f3b9f50ef771670b5d94c568241d6766691c6c18,mjg59,linux,wild,NA,NA,non-security
9885,de9e9932b76d5458edabd2692d8ad6504501edf1,mjg59,linux,wild,NA,NA,non-security
9886,839638a0ad7e82d63add7b095d5454bc55ce2dd1,unbit,uwsgi,wild,NA,NA,non-security
9887,8b34ff427d6f3b0a1207829350b9db16376f88c5,torvalds,linux,wild,NA,NA,non-security
9888,d27b2f15eb535b4f02a75070108c08cefb540257,stoth68000,media-tree,wild,NA,NA,non-security
9889,d0c627b8740ca6243054263fbc98981a36ac5618,torvalds,linux,wild,NA,NA,non-security
9890,4ef1a3d70d02663f6bfe901db629e8e608da15b1,stoth68000,media-tree,wild,NA,NA,non-security
9891,e17f7fecddd4b6a5a6b0758fc0301e9233d3ae78,mjg59,linux,wild,NA,NA,non-security
9892,991b2840eb6389048bccdb40b51889e32e8f1460,libgit2,libgit2,wild,NA,NA,non-security
9893,8649aaa697c02d4323bb494ca847b8d0560353d7,proftpd,proftpd,wild,NA,NA,non-security
9894,ddda424999817fbc17adf9013feb066903382ede,mjg59,linux,wild,NA,NA,non-security
9895,ff458edc0c5ec42b299547fb7eb9790a4aecc632,stoth68000,media-tree,wild,NA,NA,non-security
9896,fb51ccbf217c1c994607b6519c7d85250928553d,mjg59,linux,wild,NA,NA,non-security
9897,5e74f94d8c2a16c2ef7cf2940a157ffabb379c27,illumos,illumos-gate,wild,NA,NA,non-security
9898,faf5f56bf9f45ffc24a41fc8fc5ab76677aef688,bonzini,qemu,wild,NA,NA,non-security
9899,db794291a29546b93c3b39dc33b3f9a3bcf9e315,FFmpeg,FFmpeg,wild,NA,NA,non-security
9900,12fee1949e2b302009026ce28e4ef6fac721d7ea,stoth68000,media-tree,wild,NA,NA,non-security
9901,60ffacdfa8e3df31cac03f8c46ceffb70dd2b635,openbsd,src,wild,NA,NA,non-security
9902,351a56132c1320837b917ba4a00f5c890233624a,openbsd,src,wild,NA,NA,non-security
9903,72a6fdcdc71df623f8876cf0681dc9364e78b35a,android,platform_bionic,wild,NA,NA,non-security
9904,3986b2581c5832a18bcd7449642a37052443e5ed,keszybz,systemd,wild,NA,NA,non-security
9905,5ae1c92fd523d4c7b0852854845d35bc5b6957a5,ClusterLabs,pacemaker,wild,NA,NA,non-security
9906,2e2fb75475c2fc74c98100f1468c8195fee49f3b,torvalds,linux,wild,NA,NA,non-security
9907,18eb3b398d92028e6f09f0423aa4e2a7b1096db3,mjg59,linux,wild,NA,NA,non-security
9908,4d3d0c9713859c9edd7cd88b5ef786e3630a846c,collectd,collectd,wild,NA,NA,non-security
9909,4093377307823a4af823c747e9d6dbfe0a754acf,Cisco-Talos,clamav-devel,wild,NA,NA,non-security
9910,3ab3cefd696253cc81b5f891c2ea7d60384f596b,mongodb,mongo,wild,NA,NA,non-security
9911,011c88e36c26a08590b2ebe214ac854289f85f26,stoth68000,media-tree,wild,NA,NA,non-security
9912,33d07c0dfab902a7c5420587984497dc05ab5c9c,torvalds,linux,wild,NA,NA,non-security
9913,f24546a95ade39b9cd292f06f92232becbbf35ae,mjg59,linux,wild,NA,NA,non-security
9914,7dc75e8d4375a36a6a19a050f2bee6bd76c7a912,libav,libav,wild,NA,NA,non-security
9915,ce9b248bb451134fcb41e189e83e3838fb57caf0,mjg59,linux,wild,NA,NA,non-security
9916,e9e5cf472751a16ebe80c9a47b512605e3511880,torvalds,linux,wild,NA,NA,non-security
9917,77c66e02472f9db38957044a3fdcc7f78640abf2,bagder,curl,wild,NA,NA,non-security
9918,b55a8144d1807f9e74c51cb584f0dd198483d86c,stoth68000,media-tree,wild,NA,NA,non-security
9919,900aa8ad21587e909603f471b6cd81fd5338ec45,torvalds,linux,wild,NA,NA,non-security
9920,8442c79e106f59024c7186bc780e5208e2ae7b8a,sidhpurwala-huzaifa,FreeRDP,wild,NA,NA,non-security
9921,79adc5321e4dfe4df8ad19a805ed81c3b35c16dd,torvalds,linux,wild,NA,NA,non-security
9922,a681887f7b0f8b7698e4b22f1191015424fa96e4,torvalds,linux,wild,NA,NA,non-security
9923,62d0b0daf12239fdb898a0d197dfc49a5e2742b0,git,git,wild,NA,NA,non-security
9924,d038880efd9dd222c67fd31fbfca3440d0db3a06,stoth68000,media-tree,wild,NA,NA,non-security
9925,4db4affbaf6800eaa8dddb5dd8a302fbe4059494,glennrp,libpng,wild,NA,NA,non-security
9926,47dec7c6c48a12bdacdf5f935f10f44e66d9c98c,mjg59,linux,wild,NA,NA,non-security
9927,8edc51c197b8f409bef7b21755254e6f3ce7ed23,mjg59,linux,wild,NA,NA,non-security
9928,6185672abad996fa520b0b4c77c30258634ee07f,mjg59,linux,wild,NA,NA,non-security
9929,67774a0444d42311c89898dd22240b5794a7f403,qemu,qemu,wild,NA,NA,non-security
9930,6e90bc40aa8fc161215ae74197336970b4375b91,neomutt,neomutt,wild,NA,NA,non-security
9931,538e7a004bf960c96c7e9eb836b59989eb5f5b7f,mjg59,linux,wild,NA,NA,non-security
9932,2ef04f4752a9687a03b16d4d908cf07ff8b96a3b,stoth68000,media-tree,wild,NA,NA,non-security
9933,f6bd5afa429a14ad6288cbe63df54f67afd1ac85,jerryscript-project,jerryscript,wild,NA,NA,non-security
9934,4a7a3929b0d419903a0888966ef8383a443f1f93,luke-jr,bfgminer,wild,NA,NA,non-security
9935,ebf16e38515188b61962ba84b59e898ad64ffff6,stoth68000,media-tree,wild,NA,NA,non-security
9936,072b419af4847ea54235ecca7740816b75791088,ntop,ntopng,wild,NA,NA,non-security
9937,79f67d319e1eb2d5d45a213aaab10ba932234da9,wireshark,wireshark,wild,NA,NA,non-security
9938,9078a694f3fbc2f4db189c9796badbea632dd58d,FFmpeg,FFmpeg,wild,NA,NA,non-security
9939,9c8958bc24e241de2c0d4740e6dea861fe47daa5,stoth68000,media-tree,wild,NA,NA,non-security
9940,180d6802e585e8a2826b76872438641b73e3fa6f,keszybz,systemd,wild,NA,NA,non-security
9941,7acc1a27bc27a74d2e9862dc22f403dfec09d267,libav,libav,wild,NA,NA,non-security
9942,e0c3179f873f0a8a402fc1cefcec210f79f09fce,weechat,weechat,wild,NA,NA,non-security
9943,c29429f3b72fe0b593f674378e99f22d5f8bea1f,stoth68000,media-tree,wild,NA,NA,non-security
9944,88c9a65e13f393fd60d8b9e9c659a34f9e39967d,stoth68000,media-tree,wild,NA,NA,non-security
9945,273b542e7aa7d692ef7fddf63de9906e6827ccc3,torvalds,linux,wild,NA,NA,non-security
9946,5de862d73b2c1b3fbb0ac8b45eb496d77347d1b8,mjg59,linux,wild,NA,NA,non-security
9947,55426296963c678650e26fc5e61ea75a5598ef5a,stoth68000,media-tree,wild,NA,NA,non-security
9948,1fc12004d2fdb31c1b5db58d51a19bc145f6fcf7,stoth68000,media-tree,wild,NA,NA,non-security
9949,d166b02ea6b03766f6fd867fb1fef378a57683e5,torvalds,linux,wild,NA,NA,non-security
9950,74458e6c1aea9e422e46030e7bc61e9b0984be5b,mjg59,linux,wild,NA,NA,non-security
9951,af7542fc8ac678ce69dbd5c9643c52897b47c66f,stoth68000,media-tree,wild,NA,NA,non-security
9952,707a0c811ca02861f1500f0696efebcf3bd2e2e2,torvalds,linux,wild,NA,NA,non-security
9953,4d72b3371845f8ab9775dd84bee0d174ac6334b7,karelzak,util-linux,wild,NA,NA,non-security
9954,de446b40d5ddb2c3f1fe453ac405543663f9ac5d,torvalds,linux,wild,NA,NA,non-security
9955,886ea115404d378be078c18949978e031ad38e46,acpica,acpica,wild,NA,NA,non-security
9956,8be5453f95933340a42c6e7fc7b66f3bb786fddd,mjg59,linux,wild,NA,NA,non-security
9957,c79b4e547367cccb283d6d1fc125c9225e3d89cc,wireshark,wireshark,wild,NA,NA,non-security
9958,6acbe4c6f18e7de00481ff30574262b58526de45,qemu,qemu,wild,NA,NA,non-security
9959,b99bf25795bee8d5e44affed8c02aa18e4bae2d7,wireshark,wireshark,wild,NA,NA,non-security
9960,1396a21ba0d4ec381db19bc9cd5b6f25a89cf633,mjg59,linux,wild,NA,NA,non-security
9961,72d1100b736d2ff597c5aa73bbef12050c686ee4,mjg59,linux,wild,NA,NA,non-security
9962,2bb98d68231198780f4520a80f8367832a10b9ba,atheme,atheme,wild,NA,NA,non-security
9963,6647cc2626b34493e937db13e6590ee8aad0c109,git,git,wild,NA,NA,non-security
9964,e1be09808e030d57bb743618eb41e2bc31dd464c,stoth68000,media-tree,wild,NA,NA,non-security
9965,429bfd0e09fcf332bbbedc6baf3c088a7491fdd3,openbsd,src,wild,NA,NA,non-security
9966,8db24c70ab43a4dd38c39b0b0cb4d4874257de55,torvalds,linux,wild,NA,NA,non-security
9967,b9d0397fefb3487ed121d45c9ecf4a21d4ecd54c,stoth68000,media-tree,wild,NA,NA,non-security
9968,84af6d9f97bb144bbebe688364431804a190074a,qemu,qemu,wild,NA,NA,non-security
9969,439a33074c7d0895dd1e13ac354b8b4505d3ea43,torvalds,linux,wild,NA,NA,non-security
9970,219d77fc17c2297eeddaf9bf6b03118eae0f831c,unbit,uwsgi,wild,NA,NA,non-security
9971,1b9fbafb3ad3fd02db42e3dd48b4fb7631753ca9,mjg59,linux,wild,NA,NA,non-security
9972,e8914c65f7f8d4e8701b8e78a12b714872ea0402,torvalds,linux,wild,NA,NA,non-security
9973,3bd89007ab4243b36bc30f5fc4aa8b4f75ff8fc2,stoth68000,media-tree,wild,NA,NA,non-security
9974,2ccea03a8f7ec93641791f2760d7cdc6cab6205f,mjg59,linux,wild,NA,NA,non-security
9975,2851810223a6f2a3f6c00613477feb6e33c10d34,bonzini,qemu,wild,NA,NA,non-security
9976,1dad3e0a313c42f8ade19f6987aedb857c4d07d0,torvalds,linux,wild,NA,NA,non-security
9977,dbd18138a01b0284eaff31490f84735a72986a34,mjg59,linux,wild,NA,NA,non-security
9978,7e1b584774c6168ca5b27c340fbeff8f67651e4f,stoth68000,media-tree,wild,NA,NA,non-security
9979,6c44863763254eaf96ec7d4f816fb88605301e76,torvalds,linux,wild,NA,NA,non-security
9980,8057de64fd4734ae3e70cf76deb77f1c19958494,stoth68000,media-tree,wild,NA,NA,non-security
9981,f669089aa12ab9b509ed8ff3755e73794b7941ea,torvalds,linux,wild,NA,NA,non-security
9982,46eed9fc1ec16c86b1a7692a18afbdb79256103c,rpm-software-management,rpm,wild,NA,NA,non-security
9983,84a8596d2305446e10b63975fb4c017752b55791,libav,libav,wild,NA,NA,non-security
9984,296b75ed6a3b35f613961cefe4962ce1cf586d77,stoth68000,media-tree,wild,NA,NA,non-security
9985,2548baa07ddf37ea8604e9627f042616d1cdc43e,stoth68000,media-tree,wild,NA,NA,non-security
9986,dba77f8409eb861b28d295211776d953a8255ec7,stoth68000,media-tree,wild,NA,NA,non-security
9987,7da22e299ad0d2d6bf389650f4d74f4f22242111,erlang,otp,wild,NA,NA,non-security
9988,6e29f5da4de7b3686609e92f2d4b3119762a744a,bonzini,qemu,wild,NA,NA,non-security
9989,6860f98f0168cd602666057858ba69ff20500124,openbsd,src,wild,NA,NA,non-security
9990,8a489aa10cf84e54de812bd964f3520504460b94,stoth68000,media-tree,wild,NA,NA,non-security
9991,3daf95ae9cf45027e8fff3bf489c29c9dca21ac9,vrtadmin,clamav-devel,wild,NA,NA,non-security
9992,8b8617af79791c7acda26fbc82a96d645c3fece0,mysql,mysql-server,wild,NA,NA,non-security
9993,d66d6c3152e8d5a6db42a56bf7ae1c6cae87ba48,mjg59,linux,wild,NA,NA,non-security
9994,cc5fed25e2b0501148a566279fa9f565f299b023,rpm-software-management,rpm,wild,NA,NA,non-security
9995,f22265b61585c18c4aaa37e0bcc7f72a6db7a715,torvalds,linux,wild,NA,NA,non-security
9996,10ab3cd0360c62665bda113cde9e7c81714855ba,uWebSockets,uWebSockets,wild,NA,NA,non-security
9997,bc009eca8d539162f7271c2daf0ab5e9e3bb90a0,stoth68000,media-tree,wild,NA,NA,non-security
9998,6d85d037d6247b06e1060b5e5ad0e4854a7d1e3b,mjg59,linux,wild,NA,NA,non-security
9999,4fe9db37104f833972486355fe86d7dcd29279b5,torvalds,linux,wild,NA,NA,non-security
10000,92ced56d06a9c5cfa3ef3b628068c36fd3c34786,mjg59,linux,wild,NA,NA,non-security
10001,177ba7c647f37bc3f31667192059ee794347d79d,stoth68000,media-tree,wild,NA,NA,non-security
10002,9ab9e0d375507ffa7006327a22869c7aba83fb96,libressl-portable,openbsd,wild,NA,NA,non-security
10003,1e2380cd144f6a9619f72f80ad9a93268f63b8dc,torvalds,linux,wild,NA,NA,non-security
10004,98b3ae923fc7c555c9b3ced2561ea5d2c382887d,wireshark,wireshark,wild,NA,NA,non-security
10005,4914d8d9031472abfd03fda8abc736e6a147e5c5,inliniac,suricata,wild,NA,NA,non-security
10006,5206b524c9b4e289ab0565e7bffd503d2e671c6e,mjg59,linux,wild,NA,NA,non-security
10007,5fc186a0a52ddb19fe1edbdcc9946c4568156612,cyrusimap,cyrus-imapd,wild,NA,NA,non-security
10008,d905ed33feadf5234f4bcaae016a290dbf4738ad,fish-shell,fish-shell,wild,NA,NA,non-security
10009,224275ea75d813e026f6fa614589ad44d0473dff,rpm-software-management,rpm,wild,NA,NA,non-security
10010,5b8bf30721980b254be7a07315c353b3a3175b74,mjg59,linux,wild,NA,NA,non-security
10011,2d35ae567f89ba2757d8a652ef57854f889d8991,FFmpeg,FFmpeg,wild,NA,NA,non-security
10012,419b7283d336ebcbd40423d7e8105d3bc339c114,php,php-src,wild,NA,NA,non-security
10013,6da9e95f7381fa27bc9c66c9840b11adde778618,stoth68000,media-tree,wild,NA,NA,non-security
10014,aba6855282759feed747fb80cd947f86d5039335,antirez,redis,wild,NA,NA,non-security
